Datum;Artikelnummer;Artikel;Menge;Umsatz;Einkaufspreis;Gebühren;Versandkosten;Kanal;Bestellnummer
16.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,73;Etsy;ORD-10421
16.07.2026;PAP-300;Notizbuch Recycling;2;32,00;4,60;3,36;4,27;Etsy;ORD-10422
16.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;5,07;Etsy;ORD-10423
17.07.2026;KRZ-050;Sojakerze Zeder;2;37,00;5,20;3,88;3,77;Etsy;ORD-10424
17.07.2026;PRT-221;Kunstdruck A2 Düne;2;64,00;6,30;6,72;0,00;Etsy;ORD-10424
17.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;5,08;Shopify;ORD-10425
17.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;4,55;Shopify;ORD-10426
18.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;4,24;Shopify;ORD-10427
18.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;5,45;Etsy;ORD-10428
18.07.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;7,14;4,89;Etsy;ORD-10429
19.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,72;Etsy;ORD-10430
19.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;5,58;Shopify;ORD-10431
20.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;5,45;Shopify;ORD-10432
20.07.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;5,65;Shopify;ORD-10433
20.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;0,00;Shopify;ORD-10433
20.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;4,37;Shopify;ORD-10434
21.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,00;Etsy;ORD-10435
21.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,29;Etsy;ORD-10436
21.07.2026;SCH-100;Silberkette Luna;2;118,00;18,00;12,39;4,68;Etsy;ORD-10437
21.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10437
21.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;5,47;eBay;ORD-10438
22.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,98;Etsy;ORD-10439
22.07.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;7,14;4,61;Etsy;ORD-10440
22.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,22;Shopify;ORD-10441
22.07.2026;TEX-014;Leinenkissen 45×45;2;78,00;14,50;8,19;5,43;Etsy;ORD-10442
23.07.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;1,59;4,11;Shopify;ORD-10443
23.07.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;1,44;5,02;Shopify;ORD-10444
23.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,74;Etsy;ORD-10445
24.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,69;Etsy;ORD-10446
24.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;5,49;Etsy;ORD-10447
24.07.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;5,00;Shopify;ORD-10448
25.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;4,98;Shopify;ORD-10449
25.07.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;4,84;Etsy;ORD-10450
26.07.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;5,11;Shopify;ORD-10451
26.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,49;Etsy;ORD-10452
26.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;3,77;eBay;ORD-10453
26.07.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;5,73;0,00;eBay;ORD-10453
26.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,30;Etsy;ORD-10454
27.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;5,75;Etsy;ORD-10455
27.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;0,00;Etsy;ORD-10455
27.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;3,86;Shopify;ORD-10456
27.07.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;5,03;Etsy;ORD-10457
28.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;4,34;Shopify;ORD-10458
28.07.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;4,96;Shopify;ORD-10459
28.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;3,80;Shopify;ORD-10460
28.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;0,00;Shopify;ORD-10460
28.07.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;4,56;Etsy;ORD-10461
28.07.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;0,00;Etsy;ORD-10461
29.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,44;Etsy;ORD-10462
29.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;0,00;Etsy;ORD-10462
29.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,03;Etsy;ORD-10463
29.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,66;Shopify;ORD-10464
30.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,69;Etsy;ORD-10465
30.07.2026;SCH-102;Ohrringe Nova;2;58,00;8,40;6,09;3,89;Etsy;ORD-10466
30.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;0,00;Etsy;ORD-10466
30.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;3,91;eBay;ORD-10467
30.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;5,31;Etsy;ORD-10468
31.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,55;Etsy;ORD-10469
31.07.2026;SCH-100;Silberkette Luna;2;118,00;18,00;12,39;0,00;Etsy;ORD-10469
31.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,86;5,67;eBay;ORD-10470
31.07.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;5,73;0,00;eBay;ORD-10470
31.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,17;Etsy;ORD-10471
01.08.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;5,06;5,63;eBay;ORD-10472
01.08.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;5,04;Shopify;ORD-10473
01.08.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;0,00;Shopify;ORD-10473
02.08.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;3,96;Etsy;ORD-10474
02.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,74;Shopify;ORD-10475
02.08.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,34;Etsy;ORD-10476
02.08.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;0,00;Etsy;ORD-10476
03.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,22;Etsy;ORD-10477
03.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;0,00;Etsy;ORD-10477
03.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,43;Etsy;ORD-10478
03.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,32;Shopify;ORD-10479
03.08.2026;PAP-300;Notizbuch Recycling;2;32,00;4,60;3,68;4,43;eBay;ORD-10480
04.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;3,81;eBay;ORD-10481
04.08.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;7,82;4,75;eBay;ORD-10482
04.08.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;4,66;Shopify;ORD-10483
04.08.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;5,39;Etsy;ORD-10484
04.08.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;0,00;Etsy;ORD-10484
05.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,93;Shopify;ORD-10485
05.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,69;Shopify;ORD-10486
05.08.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;3,96;Shopify;ORD-10487
05.08.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;4,69;Etsy;ORD-10488
06.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;3,80;Shopify;ORD-10489
06.08.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;0,00;Shopify;ORD-10489
06.08.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;3,91;eBay;ORD-10490
06.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,70;Etsy;ORD-10491
06.08.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;0,00;Etsy;ORD-10491
06.08.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;4,23;Shopify;ORD-10492
06.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;0,00;Shopify;ORD-10492
06.08.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;3,77;Etsy;ORD-10493
07.08.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;3,83;Etsy;ORD-10494
07.08.2026;TEX-020;Wolldecke Nordic;2;178,00;34,00;18,69;0,00;Etsy;ORD-10494
07.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,59;Etsy;ORD-10495
07.08.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10495
07.08.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,13;Etsy;ORD-10496
07.08.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;5,35;Etsy;ORD-10497
07.08.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,36;5,79;Etsy;ORD-10498
08.08.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,48;Etsy;ORD-10499
08.08.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;3,81;Shopify;ORD-10500
08.08.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;0,00;Shopify;ORD-10500
