Date,SKU,Product,Quantity,Revenue,Unit cost,Fees,Shipping,Channel,Order ID
2026-07-17,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,4.55,Shopify,ORD-10426
2026-07-18,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,4.24,Shopify,ORD-10427
2026-07-18,SCH-102,Earrings Nova,1,29.00,8.40,3.04,5.45,Etsy,ORD-10428
2026-07-18,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,7.14,4.89,Etsy,ORD-10429
2026-07-19,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.72,Etsy,ORD-10430
2026-07-19,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,5.58,Shopify,ORD-10431
2026-07-20,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,5.45,Shopify,ORD-10432
2026-07-20,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,5.65,Shopify,ORD-10433
2026-07-20,SCH-102,Earrings Nova,1,29.00,8.40,0.93,0.00,Shopify,ORD-10433
2026-07-20,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,4.37,Shopify,ORD-10434
2026-07-21,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.00,Etsy,ORD-10435
2026-07-21,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.29,Etsy,ORD-10436
2026-07-21,SCH-100,Silver Necklace Luna,2,118.00,18.00,12.39,4.68,Etsy,ORD-10437
2026-07-21,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10437
2026-07-21,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,5.47,eBay,ORD-10438
2026-07-22,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,3.98,Etsy,ORD-10439
2026-07-22,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,7.14,4.61,Etsy,ORD-10440
2026-07-22,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.22,Shopify,ORD-10441
2026-07-22,TEX-014,Linen Cushion 45×45,2,78.00,14.50,8.19,5.43,Etsy,ORD-10442
2026-07-23,KER-001,Ceramic Mug Sand,2,49.80,7.20,1.59,4.11,Shopify,ORD-10443
2026-07-23,KRZ-051,Candle Set of 3,1,45.00,13.80,1.44,5.02,Shopify,ORD-10444
2026-07-23,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,3.74,Etsy,ORD-10445
2026-07-24,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.69,Etsy,ORD-10446
2026-07-24,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,5.49,Etsy,ORD-10447
2026-07-24,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,5.00,Shopify,ORD-10448
2026-07-25,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,4.98,Shopify,ORD-10449
2026-07-25,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,4.84,Etsy,ORD-10450
2026-07-26,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,5.11,Shopify,ORD-10451
2026-07-26,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.49,Etsy,ORD-10452
2026-07-26,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,3.77,eBay,ORD-10453
2026-07-26,KER-001,Ceramic Mug Sand,2,49.80,7.20,5.73,0.00,eBay,ORD-10453
2026-07-26,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.30,Etsy,ORD-10454
2026-07-27,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,5.75,Etsy,ORD-10455
2026-07-27,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,0.00,Etsy,ORD-10455
2026-07-27,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,3.86,Shopify,ORD-10456
2026-07-27,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,5.03,Etsy,ORD-10457
2026-07-28,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,4.34,Shopify,ORD-10458
2026-07-28,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,4.96,Shopify,ORD-10459
2026-07-28,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,3.80,Shopify,ORD-10460
2026-07-28,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,0.00,Shopify,ORD-10460
2026-07-28,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,4.56,Etsy,ORD-10461
2026-07-28,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,0.00,Etsy,ORD-10461
2026-07-29,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.44,Etsy,ORD-10462
2026-07-29,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,0.00,Etsy,ORD-10462
2026-07-29,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.03,Etsy,ORD-10463
2026-07-29,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.66,Shopify,ORD-10464
2026-07-30,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.69,Etsy,ORD-10465
2026-07-30,SCH-102,Earrings Nova,2,58.00,8.40,6.09,3.89,Etsy,ORD-10466
2026-07-30,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,0.00,Etsy,ORD-10466
2026-07-30,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,3.91,eBay,ORD-10467
2026-07-30,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,5.31,Etsy,ORD-10468
2026-07-31,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.55,Etsy,ORD-10469
2026-07-31,SCH-100,Silver Necklace Luna,2,118.00,18.00,12.39,0.00,Etsy,ORD-10469
2026-07-31,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.86,5.67,eBay,ORD-10470
2026-07-31,KER-001,Ceramic Mug Sand,2,49.80,7.20,5.73,0.00,eBay,ORD-10470
2026-07-31,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.17,Etsy,ORD-10471
2026-08-01,PRT-220,Art Print A3 Fjord,2,44.00,4.10,5.06,5.63,eBay,ORD-10472
2026-08-01,SCH-102,Earrings Nova,1,29.00,8.40,0.93,5.04,Shopify,ORD-10473
2026-08-01,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,0.00,Shopify,ORD-10473
2026-08-02,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,3.96,Etsy,ORD-10474
2026-08-02,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.74,Shopify,ORD-10475
2026-08-02,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.34,Etsy,ORD-10476
2026-08-02,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,0.00,Etsy,ORD-10476
2026-08-03,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.22,Etsy,ORD-10477
2026-08-03,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,0.00,Etsy,ORD-10477
2026-08-03,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.43,Etsy,ORD-10478
2026-08-03,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.32,Shopify,ORD-10479
2026-08-03,PAP-300,Recycled Notebook,2,32.00,4.60,3.68,4.43,eBay,ORD-10480
2026-08-04,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,3.81,eBay,ORD-10481
2026-08-04,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,7.82,4.75,eBay,ORD-10482
2026-08-04,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,4.66,Shopify,ORD-10483
2026-08-04,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,5.39,Etsy,ORD-10484
2026-08-04,SCH-102,Earrings Nova,1,29.00,8.40,3.04,0.00,Etsy,ORD-10484
2026-08-05,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.93,Shopify,ORD-10485
2026-08-05,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.69,Shopify,ORD-10486
2026-08-05,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,3.96,Shopify,ORD-10487
2026-08-05,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,4.69,Etsy,ORD-10488
2026-08-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,3.80,Shopify,ORD-10489
2026-08-06,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,0.00,Shopify,ORD-10489
2026-08-06,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,3.91,eBay,ORD-10490
2026-08-06,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.70,Etsy,ORD-10491
2026-08-06,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,0.00,Etsy,ORD-10491
2026-08-06,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,4.23,Shopify,ORD-10492
2026-08-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,0.00,Shopify,ORD-10492
2026-08-06,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,3.77,Etsy,ORD-10493
2026-08-07,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,3.83,Etsy,ORD-10494
2026-08-07,TEX-020,Wool Blanket Nordic,2,178.00,34.00,18.69,0.00,Etsy,ORD-10494
2026-08-07,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.59,Etsy,ORD-10495
2026-08-07,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10495
2026-08-07,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.13,Etsy,ORD-10496
2026-08-07,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,5.35,Etsy,ORD-10497
2026-08-07,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.36,5.79,Etsy,ORD-10498
2026-08-08,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.48,Etsy,ORD-10499
2026-08-08,SCH-102,Earrings Nova,1,29.00,8.40,0.93,3.81,Shopify,ORD-10500
2026-08-08,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,0.00,Shopify,ORD-10500
